1,0,0,0,0
0.85911,0,0,0,0
0.65362,0,0,0,0
0.35671,0,0,0,0
0.78325,0,0,0,0
0.7,0,0,0,0
0.62549,0,1,0,0
0.34263,0,0.54777,0,0
0.61279,0,0.97969,0,0
0.16147,0,0.25815,0,0
0.58628,0,0.9373,0,0
0.381,0,0.60911,0,0
0.050955,0.71205,0.081463,0,0
0,0.93553,0,0,0
0,0.95339,0,0,0
0.035082,0.49025,0.056087,0,0
0.0040957,0.65571,0.0065479,0,0
0.0035319,0.56545,0.0056466,0,0
0.0087064,0.12167,0.013919,0,0
0,0.78375,0,0,0
0,0.51461,0,0.0086596,0
0,0.56051,0,1,0
0,0.98444,0,0,0
0,0.96307,0,0,0
0,0.99462,0,0,0
0,1,0,0,0
0,0.84379,0,0,0
0,0.28818,0,0,0
0,0.75575,0,0,0
0,0.028611,0,0,0.13502
0,0.89702,0,0,0
0.0036183,0.36295,0.0057847,0,0
0,0.09214,0,0.16439,0
0,0.044747,0,0.079833,0
0,0.21189,0,0,1
0,0.064185,0,0,0
